timestamp,orientation_x,orientation_y,orientation_z,orientation_w,angular_vel_x,angular_vel_y,angular_vel_z,linear_acc_x,linear_acc_y,linear_acc_z
1742312577.9369323,-0.95657825,0.0026993565,-0.006879295,0.29138196,-0.025566343,-0.010652643,-0.0021305287,-0.050278235,-0.16280572,9.53012
1742312577.9384713,-0.9565745,0.002710647,-0.00687826,0.29139417,-0.023435814,-0.02237055,-0.018109493,-0.050278235,-0.16280572,9.53012
1742312577.940528,-0.95657325,0.0027186128,-0.0068902373,0.2913979,-0.040480044,-0.0074568503,0.0,-0.050278235,-0.16280572,9.53012
1742312577.9427638,-0.956573,0.002727783,-0.0068799336,0.29139882,-0.02450108,-0.033023193,-0.003195793,-0.09935937,-0.1448492,9.536105
1742312577.944718,-0.9565741,0.0027283216,-0.0068778126,0.29139528,-0.019174758,-0.013848436,0.010652643,-0.09935937,-0.1448492,9.536105
1742312577.94694,-0.9565736,0.0027164426,-0.0068689296,0.29139724,-0.0053263213,-0.027696872,-0.0042610574,-0.0035913025,-0.16639702,9.44752
1742312577.9488556,-0.9565725,0.0027139573,-0.0068642185,0.2914013,-0.0074568503,-0.025566343,-0.011717907,-0.0035913025,-0.16639702,9.44752
1742312577.9507024,-0.9565743,0.0027139394,-0.0068625817,0.29139516,-0.013848436,-0.021305285,0.009587379,-0.0035913025,-0.16639702,9.44752
1742312577.9525151,-0.95657414,0.0026999721,-0.0068477397,0.29139608,-0.0010652643,-0.021305285,0.0,0.025139118,-0.1352724,9.561244
1742312577.9546678,-0.956576,0.0027004501,-0.006838409,0.29139042,-0.018109493,-0.028762136,0.0074568503,0.025139118,-0.1352724,9.561244
1742312577.9566438,-0.9565766,0.0027060304,-0.0068381,0.2913884,-0.025566343,-0.021305285,0.0010652643,0.0047884034,-0.14724341,9.51336
1742312577.9584055,-0.95658046,0.002705495,-0.0068391333,0.29137573,-0.011717907,-0.013848436,0.013848436,0.0047884034,-0.14724341,9.51336
1742312577.9606519,-0.95658094,0.002698425,-0.006832216,0.29137412,-0.0074568503,-0.019174758,-0.0053263213,0.015562311,-0.07062895,9.520543
1742312577.9625094,-0.956582,0.0026964617,-0.0068368157,0.2913707,-0.013848436,-0.003195793,-0.006391586,0.015562311,-0.07062895,9.520543
1742312577.9645104,-0.956583,0.0027053275,-0.006825149,0.29136753,-0.031957928,-0.030892665,0.003195793,0.015562311,-0.07062895,9.520543
1742312577.9664547,-0.95658207,0.00270715,-0.0068274173,0.29137063,-0.015978964,-0.0053263213,-0.0074568503,-0.007182605,-0.1400608,9.55047
1742312577.9684894,-0.95658314,0.002699518,-0.006826374,0.2913671,-0.0010652643,-0.012783172,0.0042610574,-0.007182605,-0.1400608,9.55047
1742312577.9704695,-0.95658255,0.0026960962,-0.0068282117,0.2913692,-0.011717907,-0.02237055,-0.0010652643,0.010773907,-0.16879122,9.461885
1742312577.972472,-0.95658475,0.0026976126,-0.0068383194,0.29136172,-0.018109493,-0.0053263213,0.006391586,0.010773907,-0.16879122,9.461885
1742312577.9744923,-0.9565849,0.0027009046,-0.0068466044,0.29136086,-0.012783172,-0.013848436,-0.006391586,0.010773907,-0.16879122,9.461885
1742312577.9764068,-0.95658445,0.0027061189,-0.0068414435,0.29136235,-0.01704423,-0.01704423,-0.0074568503,0.025139118,-0.15562311,9.569624
1742312577.9786112,-0.9565856,0.0027051019,-0.0068276958,0.2913592,-0.015978964,-0.025566343,0.008522115,0.025139118,-0.15562311,9.569624
1742312577.9804866,-0.95658696,0.0027017319,-0.0068366276,0.29135427,-0.010652643,0.0021305287,0.0053263213,-0.016759412,-0.20829555,9.540894
1742312577.9826684,-0.9565881,0.0026881802,-0.006848678,0.29135036,-0.008522115,-0.008522115,0.0010652643,-0.016759412,-0.20829555,9.540894
1742312577.9844887,-0.95658946,0.0026794332,-0.0068583903,0.29134592,-0.009587379,-0.0042610574,0.0042610574,-0.016759412,-0.20829555,9.540894
1742312577.986633,-0.9565899,0.0026817266,-0.006857613,0.2913444,-0.0149137005,-0.018109493,0.0,-0.02873042,-0.17717093,9.4295635
1742312577.988791,-0.9565918,0.002679781,-0.0068562715,0.29133832,-0.012783172,-0.020240022,0.0,-0.02873042,-0.17717093,9.4295635
1742312577.9906182,-0.9565911,0.002676888,-0.0068556922,0.2913404,-0.0074568503,-0.019174758,-0.010652643,0.0023942017,-0.055066638,9.561244
1742312577.992923,-0.9565907,0.0026774076,-0.00684051,0.29134232,-0.011717907,-0.025566343,-0.0042610574,0.0023942017,-0.055066638,9.561244
1742312577.9947054,-0.95659167,0.002680131,-0.006851645,0.29133892,-0.02237055,-0.0010652643,0.006391586,0.0023942017,-0.055066638,9.561244
1742312577.9968371,-0.9565912,0.0026845762,-0.0068599805,0.29134005,-0.023435814,-0.019174758,-0.0053263213,-0.035913024,-0.25977087,9.591172
1742312577.9985006,-0.95659053,0.00268322,-0.0068632998,0.29134217,-0.015978964,-0.011717907,0.0042610574,-0.035913024,-0.25977087,9.591172
1742312578.0006306,-0.9565913,0.0026835534,-0.0068639936,0.29133967,-0.012783172,-0.003195793,0.0,-0.08020575,-0.19033903,9.374496
1742312578.0025098,-0.9565897,0.0026810463,-0.006866745,0.29134482,-0.0074568503,-0.018109493,-0.009587379,-0.08020575,-0.19033903,9.374496
1742312578.004634,-0.9565887,0.0026855702,-0.0068685254,0.29134792,-0.018109493,-0.023435814,-0.0053263213,-0.08020575,-0.19033903,9.374496
1742312578.0065198,-0.9565877,0.0026876098,-0.006876696,0.2913511,-0.0149137005,-0.006391586,-0.0042610574,-0.0011971008,-0.19033903,9.560047
1742312578.008727,-0.95658714,0.0026867182,-0.0068671308,0.29135308,0.0010652643,-0.03941478,-0.009587379,-0.0011971008,-0.19033903,9.560047
1742312578.01065,-0.95658666,0.0026979374,-0.006852828,0.29135498,-0.011717907,-0.029827401,-0.0042610574,-0.039504327,-0.25857377,9.502586
1742312578.0125926,-0.956586,0.0026955076,-0.006855026,0.29135707,-0.01704423,-0.015978964,-0.0021305287,-0.039504327,-0.25857377,9.502586
1742312578.0146322,-0.9565834,0.0026928065,-0.00685876,0.29136583,-0.006391586,-0.008522115,-0.010652643,-0.039504327,-0.25857377,9.502586
1742312578.0167453,-0.95658135,0.002681987,-0.0068540326,0.29137245,0.0010652643,-0.019174758,-0.010652643,-0.062249243,-0.1592144,9.483433
1742312578.0186257,-0.9565813,0.0026735533,-0.0068518976,0.29137295,-0.008522115,-0.013848436,0.0010652643,-0.062249243,-0.1592144,9.483433
1742312578.0207746,-0.9565783,0.0026813825,-0.0068502454,0.29138264,-0.019174758,-0.021305285,-0.0149137005,-0.08379706,-0.08259996,9.581595
1742312578.022679,-0.956576,0.0026785445,-0.006851099,0.29139033,-0.0053263213,-0.0042610574,-0.006391586,-0.08379706,-0.08259996,9.581595
1742312578.0246315,-0.9565747,0.00267982,-0.0068684146,0.29139408,-0.019174758,0.0010652643,-0.010652643,-0.08379706,-0.08259996,9.581595
