timestamp,contact_1,contact_2,contact_3,contact_4
1742312577.9386466,44,47,46,37
1742312577.9398444,44,47,46,37
1742312577.9417984,44,47,46,37
1742312577.9438128,44,47,46,37
1742312577.945824,44,47,46,37
1742312577.9478467,44,47,46,37
1742312577.9498928,44,47,46,37
1742312577.9518201,44,47,46,37
1742312577.9539158,44,47,46,37
1742312577.9558296,44,47,46,37
1742312577.9578273,44,47,46,37
1742312577.95981,44,47,46,37
1742312577.9618216,44,47,46,37
1742312577.9638455,44,47,46,37
1742312577.9669816,44,47,46,37
1742312577.967943,44,47,46,37
1742312577.9698184,44,47,46,37
1742312577.971884,44,47,46,37
1742312577.9738271,44,47,46,37
1742312577.9758155,44,47,46,37
1742312577.9778202,44,47,46,37
1742312577.9798574,44,47,46,37
1742312577.9818416,44,47,46,37
1742312577.9838188,44,47,46,37
1742312577.985849,44,47,46,37
1742312577.9878473,44,47,46,37
1742312577.98993,44,47,46,37
1742312577.9918344,44,47,46,37
1742312577.9938445,44,47,46,37
1742312577.9958334,44,47,46,37
1742312577.9978175,44,47,46,37
1742312577.9998493,44,47,46,37
1742312578.0018196,44,47,46,37
1742312578.0038366,44,47,46,37
1742312578.0058188,44,48,46,37
1742312578.0078192,44,48,46,37
1742312578.0098145,44,48,46,37
1742312578.0118732,44,47,46,37
1742312578.0138247,44,47,46,37
1742312578.0158632,44,47,46,37
1742312578.0178337,44,47,46,37
1742312578.0198264,44,47,46,37
1742312578.0218337,44,47,46,37
1742312578.02383,44,47,46,37
1742312578.0258222,44,47,46,37
1742312578.0278008,44,47,46,37
1742312578.0298402,44,47,46,37
1742312578.0318584,44,47,46,37
1742312578.0338364,44,47,46,37
1742312578.0358036,44,47,46,37
1742312578.037816,44,47,46,37
1742312578.0398254,44,47,46,37
1742312578.0418313,44,47,46,37
1742312578.0438263,44,47,46,37
1742312578.045825,44,47,46,37
1742312578.0478456,44,47,46,37
1742312578.049809,44,47,46,37
1742312578.0518177,44,47,46,37
1742312578.0546997,44,47,46,37
1742312578.0558224,44,47,46,37
1742312578.057839,44,47,46,37
1742312578.05983,44,47,46,37
1742312578.0618262,44,47,46,37
1742312578.0638604,44,47,46,37
1742312578.0658307,44,47,46,37
1742312578.0678246,44,47,46,37
1742312578.0698357,44,47,46,37
1742312578.0718176,44,47,46,37
1742312578.0738366,44,47,46,37
1742312578.0758047,44,47,46,37
1742312578.0778358,44,47,46,37
1742312578.0798707,44,47,46,37
1742312578.081815,44,47,46,37
1742312578.0838277,44,47,46,37
1742312578.0858176,44,47,46,37
1742312578.0878139,44,47,46,37
1742312578.0898364,44,47,46,37
1742312578.091816,44,47,46,37
1742312578.0938435,44,47,46,37
1742312578.0958607,44,47,46,37
1742312578.0978394,44,47,46,37
1742312578.09983,44,47,46,37
1742312578.1018522,44,48,46,37
1742312578.103819,44,48,46,37
1742312578.1058085,44,48,46,37
1742312578.107866,44,47,46,37
1742312578.1098557,44,47,46,37
1742312578.1119058,44,47,46,37
1742312578.1138937,44,48,46,37
1742312578.1158638,44,48,46,37
1742312578.1179018,44,48,46,37
1742312578.1198666,44,47,46,37
1742312578.1218917,44,47,46,37
1742312578.1239104,44,47,46,37
1742312578.1258788,44,47,46,37
1742312578.1278553,44,47,46,37
1742312578.1299276,44,47,46,37
1742312578.1318605,44,47,46,37
1742312578.1338854,44,47,46,37
1742312578.135861,44,47,46,37
1742312578.137938,44,47,46,37
1742312578.139884,44,47,46,37
1742312578.1418798,44,47,46,37
1742312578.143855,44,47,46,37
1742312578.1468456,44,47,46,37
1742312578.1478634,44,47,46,37
1742312578.149905,44,47,46,37
1742312578.1518562,44,47,46,37
1742312578.1538932,44,47,46,37
1742312578.1558669,44,47,46,37
1742312578.157897,44,47,46,37
1742312578.1598728,44,47,46,37
1742312578.1619215,44,47,46,37
1742312578.1638799,44,47,46,37
1742312578.1659148,44,47,46,37
1742312578.1678674,44,47,46,37
1742312578.1698992,44,47,46,37
1742312578.171857,44,47,46,37
1742312578.1738555,44,47,46,37
1742312578.1758559,44,47,46,37
1742312578.1778986,44,47,46,37
1742312578.1798575,44,47,46,37
1742312578.181849,44,47,46,37
1742312578.183898,44,47,46,37
1742312578.1858096,44,47,46,37
1742312578.1878352,44,47,46,37
1742312578.1898541,44,47,46,37
1742312578.1918087,44,48,46,37
1742312578.1938214,44,48,46,37
1742312578.1958082,44,48,46,37
1742312578.1978276,44,47,46,37
1742312578.199969,44,47,46,37
1742312578.2018192,44,48,46,37
1742312578.2038844,44,48,46,37
1742312578.205825,44,48,46,37
1742312578.2078166,44,48,46,37
1742312578.2098324,44,47,46,37
1742312578.211819,44,47,46,37
1742312578.2138047,44,47,46,37
1742312578.2158136,44,47,46,37
1742312578.2178009,44,47,46,37
1742312578.219816,44,47,46,37
1742312578.221826,44,47,46,37
1742312578.2238328,44,47,46,37
1742312578.225839,44,47,46,37
1742312578.2278268,44,47,46,37
1742312578.2298472,44,47,46,37
1742312578.2318282,44,47,46,37
1742312578.2338238,44,47,46,37
1742312578.235825,44,47,46,37
1742312578.2378156,44,47,46,37
1742312578.2398093,44,47,46,37
1742312578.2418137,44,47,46,37
1742312578.2438219,44,47,46,37
1742312578.2458565,44,47,46,37
1742312578.252518,44,48,46,37
1742312578.2538161,44,48,46,37
1742312578.2558422,44,48,46,37
1742312578.257931,44,48,46,37
1742312578.2598279,44,47,46,37
1742312578.261814,44,47,46,37
1742312578.2638094,44,47,46,37
1742312578.265811,44,47,46,37
1742312578.267807,44,47,46,37
1742312578.2698207,44,47,46,37
1742312578.2718337,44,47,46,37
1742312578.27384,44,47,46,37
1742312578.275826,44,47,46,37
1742312578.2778113,44,47,46,37
1742312578.2798584,44,47,46,37
1742312578.281814,44,47,46,37
1742312578.2838123,44,47,46,37
1742312578.2858217,44,47,46,37
1742312578.287821,44,47,46,37
1742312578.2898333,44,47,46,37
1742312578.2918246,44,47,46,37
1742312578.2938378,44,47,46,37
1742312578.2958314,44,47,46,37
1742312578.2980368,44,47,46,37
1742312578.2998364,44,47,46,37
1742312578.301813,44,47,46,37
1742312578.3038194,44,47,46,37
1742312578.3058465,44,47,46,37
1742312578.308106,44,47,46,37
1742312578.310239,44,47,46,37
1742312578.3121397,44,47,46,37
1742312578.314148,44,47,46,37
1742312578.3159878,44,47,46,37
1742312578.318132,44,47,46,37
1742312578.3201313,44,47,46,37
1742312578.3221319,44,47,46,37
1742312578.3238318,44,47,46,37
1742312578.3258078,44,47,46,37
1742312578.3278172,44,47,46,37
1742312578.3298285,44,47,46,37
1742312578.3318222,44,47,46,37
1742312578.3415911,44,47,46,37
1742312578.341788,44,47,46,37
1742312578.341962,44,47,46,37
1742312578.3421361,44,47,46,37
1742312578.342215,44,47,46,37
1742312578.3437986,44,47,46,37
1742312578.345807,44,47,46,37
