timestamp,contact_1,contact_2,contact_3,contact_4
1742311978.3052146,44,32,33,36
1742311978.3070626,44,32,33,36
1742311978.3090277,44,32,33,36
1742311978.3110828,44,32,33,36
1742311978.3131666,44,32,33,36
1742311978.3151097,44,32,33,36
1742311978.317091,44,32,33,36
1742311978.319083,44,32,33,36
1742311978.3211493,44,32,33,36
1742311978.323129,44,32,33,36
1742311978.3251157,44,32,33,36
1742311978.327071,44,32,33,36
1742311978.329139,44,32,33,36
1742311978.3310254,44,32,33,36
1742311978.333065,44,32,33,36
1742311978.335041,44,32,33,36
1742311978.337048,44,32,33,36
1742311978.3390946,44,32,33,36
1742311978.341005,44,32,33,36
1742311978.3430655,44,32,33,36
1742311978.3450623,44,32,33,36
1742311978.3470595,44,32,33,36
1742311978.3490481,44,32,33,36
1742311978.3510952,44,32,33,36
1742311978.3530262,44,32,33,36
1742311978.3550553,44,32,33,36
1742311978.3570461,44,32,33,36
1742311978.3590581,44,32,33,36
1742311978.3610427,44,32,33,36
1742311978.363047,44,32,33,36
1742311978.3650594,44,32,33,36
1742311978.3670895,44,32,33,36
1742311978.3690634,44,32,33,36
1742311978.3710575,44,32,33,36
1742311978.373085,44,32,33,36
1742311978.3750923,44,32,33,36
1742311978.377049,44,32,33,36
1742311978.3790364,44,32,33,36
1742311978.3810372,44,32,33,36
1742311978.3830318,44,32,33,36
1742311978.3850222,44,32,33,36
1742311978.3870728,44,32,33,36
1742311978.3890429,44,32,33,36
1742311978.3910275,44,32,33,36
1742311978.3930528,44,32,33,36
1742311978.3950634,44,32,33,36
1742311978.3970613,44,32,33,36
1742311978.399085,44,32,33,36
1742311978.401071,44,32,33,36
1742311978.4030414,44,32,33,36
1742311978.405052,44,32,33,36
1742311978.4070487,44,32,33,36
1742311978.4090471,44,32,33,36
1742311978.4110456,44,32,33,36
1742311978.41305,44,32,33,36
1742311978.4150555,44,32,33,36
1742311978.4170566,44,32,33,36
1742311978.4190743,44,32,33,36
1742311978.4210615,44,32,33,36
1742311978.423051,44,32,33,36
1742311978.425077,44,32,33,36
1742311978.427068,44,32,33,36
1742311978.429061,44,32,33,36
1742311978.4310408,44,32,33,36
1742311978.4330745,44,32,33,36
1742311978.4350634,44,32,33,36
1742311978.4370487,44,32,33,36
1742311978.4390798,44,32,33,36
1742311978.4410732,44,32,33,36
1742311978.4430623,44,32,33,36
1742311978.4450548,44,32,33,36
1742311978.4470582,44,32,33,36
1742311978.4490397,44,32,33,36
1742311978.4510767,44,32,33,36
1742311978.4530747,44,32,33,36
1742311978.4550686,44,32,33,36
1742311978.457063,44,32,33,36
1742311978.459095,44,32,33,36
1742311978.4610474,44,32,33,36
1742311978.4630482,44,32,33,36
1742311978.4650493,44,32,33,36
1742311978.4738405,44,32,33,36
1742311978.4751058,44,32,33,36
1742311978.4770734,44,32,33,36
1742311978.4790397,44,32,33,36
1742311978.4810228,44,32,33,36
1742311978.4830568,44,32,33,36
1742311978.4850318,44,32,33,36
1742311978.4870822,44,32,33,36
1742311978.489036,44,32,33,36
1742311978.4910722,44,32,33,36
1742311978.4930682,44,32,33,36
1742311978.4950507,44,32,33,36
1742311978.4970489,44,32,33,36
1742311978.49906,44,32,33,36
1742311978.5010638,44,32,33,36
1742311978.5030475,44,32,33,36
1742311978.5050545,44,32,33,36
1742311978.5070891,44,32,33,36
1742311978.5090497,44,32,33,36
1742311978.5110617,44,32,33,36
1742311978.5130448,44,32,33,36
1742311978.5150368,44,32,33,36
1742311978.5170474,44,32,33,36
1742311978.5190763,44,32,33,36
1742311978.5210435,44,32,33,36
1742311978.5230386,44,32,33,36
1742311978.5250928,44,32,33,36
1742311978.5270562,44,32,33,36
1742311978.5290632,44,32,33,36
1742311978.5310507,44,32,33,36
1742311978.5330515,44,32,33,36
1742311978.5350487,44,32,33,36
1742311978.5370667,44,32,33,36
1742311978.5390553,44,32,33,36
1742311978.5410526,44,32,33,36
1742311978.543037,44,32,33,36
1742311978.5450473,44,32,33,36
1742311978.5470514,44,32,33,36
1742311978.549067,44,32,33,36
1742311978.5510561,44,32,33,36
1742311978.553081,44,32,33,36
1742311978.5550513,44,32,33,36
1742311978.5570505,44,32,33,36
1742311978.5590596,44,32,33,36
1742311978.5610504,44,32,33,36
1742311978.5630643,44,32,33,36
1742311978.565053,44,32,33,36
1742311978.5670524,44,32,33,36
1742311978.5690737,44,32,33,36
1742311978.5710688,44,32,33,36
1742311978.5730839,44,32,33,36
1742311978.5750773,44,32,33,36
1742311978.5770645,44,32,33,36
1742311978.5790486,44,32,33,36
1742311978.5810452,44,32,33,36
1742311978.5830684,44,32,33,36
1742311978.585067,44,32,33,36
1742311978.5870564,44,32,33,36
