timestamp,contact_1,contact_2,contact_3,contact_4
1742311978.3052146,1,1,1,1
1742311978.3070626,1,1,1,1
1742311978.3090277,1,1,1,1
1742311978.3110828,1,1,1,1
1742311978.3131666,1,1,1,1
1742311978.3151097,1,1,1,1
1742311978.317091,1,1,1,1
1742311978.319083,1,1,1,1
1742311978.3211493,1,1,1,1
1742311978.323129,1,1,1,1
1742311978.3251157,1,1,1,1
1742311978.327071,1,1,1,1
1742311978.329139,1,1,1,1
1742311978.3310254,1,1,1,1
1742311978.333065,1,1,1,1
1742311978.335041,1,1,1,1
1742311978.337048,1,1,1,1
1742311978.3390946,1,1,1,1
1742311978.341005,1,1,1,1
1742311978.3430655,1,1,1,1
1742311978.3450623,1,1,1,1
1742311978.3470595,1,1,1,1
1742311978.3490481,1,1,1,1
1742311978.3510952,1,1,1,1
1742311978.3530262,1,1,1,1
1742311978.3550553,1,1,1,1
1742311978.3570461,1,1,1,1
1742311978.3590581,1,1,1,1
1742311978.3610427,1,1,1,1
1742311978.363047,1,1,1,1
1742311978.3650594,1,1,1,1
1742311978.3670895,1,1,1,1
1742311978.3690634,1,1,1,1
1742311978.3710575,1,1,1,1
1742311978.373085,1,1,1,1
1742311978.3750923,1,1,1,1
1742311978.377049,1,1,1,1
1742311978.3790364,1,1,1,1
1742311978.3810372,1,1,1,1
1742311978.3830318,1,1,1,1
1742311978.3850222,1,1,1,1
1742311978.3870728,1,1,1,1
1742311978.3890429,1,1,1,1
1742311978.3910275,1,1,1,1
1742311978.3930528,1,1,1,1
1742311978.3950634,1,1,1,1
1742311978.3970613,1,1,1,1
1742311978.399085,1,1,1,1
1742311978.401071,1,1,1,1
1742311978.4030414,1,1,1,1
1742311978.405052,1,1,1,1
1742311978.4070487,1,1,1,1
1742311978.4090471,1,1,1,1
1742311978.4110456,1,1,1,1
1742311978.41305,1,1,1,1
1742311978.4150555,1,1,1,1
1742311978.4170566,1,1,1,1
1742311978.4190743,1,1,1,1
1742311978.4210615,1,1,1,1
1742311978.423051,1,1,1,1
1742311978.425077,1,1,1,1
1742311978.427068,1,1,1,1
1742311978.429061,1,1,1,1
1742311978.4310408,1,1,1,1
1742311978.4330745,1,1,1,1
1742311978.4350634,1,1,1,1
1742311978.4370487,1,1,1,1
1742311978.4390798,1,1,1,1
1742311978.4410732,1,1,1,1
1742311978.4430623,1,1,1,1
1742311978.4450548,1,1,1,1
1742311978.4470582,1,1,1,1
1742311978.4490397,1,1,1,1
1742311978.4510767,1,1,1,1
1742311978.4530747,1,1,1,1
1742311978.4550686,1,1,1,1
1742311978.457063,1,1,1,1
1742311978.459095,1,1,1,1
1742311978.4610474,1,1,1,1
1742311978.4630482,1,1,1,1
1742311978.4650493,1,1,1,1
1742311978.4738405,1,1,1,1
1742311978.4751058,1,1,1,1
1742311978.4770734,1,1,1,1
1742311978.4790397,1,1,1,1
1742311978.4810228,1,1,1,1
1742311978.4830568,1,1,1,1
1742311978.4850318,1,1,1,1
1742311978.4870822,1,1,1,1
1742311978.489036,1,1,1,1
1742311978.4910722,1,1,1,1
1742311978.4930682,1,1,1,1
1742311978.4950507,1,1,1,1
1742311978.4970489,1,1,1,1
1742311978.49906,1,1,1,1
1742311978.5010638,1,1,1,1
1742311978.5030475,1,1,1,1
1742311978.5050545,1,1,1,1
1742311978.5070891,1,1,1,1
1742311978.5090497,1,1,1,1
1742311978.5110617,1,1,1,1
1742311978.5130448,1,1,1,1
1742311978.5150368,1,1,1,1
1742311978.5170474,1,1,1,1
1742311978.5190763,1,1,1,1
1742311978.5210435,1,1,1,1
1742311978.5230386,1,1,1,1
1742311978.5250928,1,1,1,1
1742311978.5270562,1,1,1,1
1742311978.5290632,1,1,1,1
1742311978.5310507,1,1,1,1
1742311978.5330515,1,1,1,1
1742311978.5350487,1,1,1,1
1742311978.5370667,1,1,1,1
1742311978.5390553,1,1,1,1
1742311978.5410526,1,1,1,1
1742311978.543037,1,1,1,1
1742311978.5450473,1,1,1,1
1742311978.5470514,1,1,1,1
1742311978.549067,1,1,1,1
1742311978.5510561,1,1,1,1
1742311978.553081,1,1,1,1
1742311978.5550513,1,1,1,1
1742311978.5570505,1,1,1,1
1742311978.5590596,1,1,1,1
1742311978.5610504,1,1,1,1
1742311978.5630643,1,1,1,1
1742311978.565053,1,1,1,1
1742311978.5670524,1,1,1,1
1742311978.5690737,1,1,1,1
1742311978.5710688,1,1,1,1
1742311978.5730839,1,1,1,1
