timestamp,orientation_x,orientation_y,orientation_z,orientation_w,angular_vel_x,angular_vel_y,angular_vel_z,linear_acc_x,linear_acc_y,linear_acc_z
1742312693.6614366,-0.9363885,-0.0013431236,-0.008082668,0.35086942,0.02450108,-0.079894826,0.015978964,0.61411273,-0.5793968,8.1079645
1742312693.663274,-0.93639624,-0.0013348899,-0.008024355,0.3508503,0.012783172,-0.05752427,0.011717907,0.8415619,-0.18195933,8.346188
1742312693.6653728,-0.9364012,-0.0013288705,-0.007985791,0.3508378,-0.0149137005,-0.04154531,0.009587379,0.8415619,-0.18195933,8.346188
1742312693.6674256,-0.9364068,-0.001303286,-0.007937956,0.35082424,-0.013848436,-0.060720067,0.012783172,0.8415619,-0.18195933,8.346188
1742312693.669104,-0.9364104,-0.0012613165,-0.007909488,0.35081527,-0.040480044,-0.036218986,0.0074568503,0.8523358,0.25378537,8.785523
1742312693.671186,-0.9364116,-0.0012449756,-0.007864923,0.3508132,-0.021305285,-0.05219795,-0.008522115,0.8523358,0.25378537,8.785523
1742312693.6731513,-0.9364088,-0.0012326719,-0.007823979,0.3508216,-0.006391586,-0.04261057,-0.015978964,0.6607997,-0.31603462,7.896077
1742312693.6751878,-0.9364073,-0.0012357968,-0.007812847,0.35082564,-0.0010652643,-0.018109493,-0.011717907,0.6607997,-0.31603462,7.896077
1742312693.677128,-0.9364091,-0.0012472819,-0.007792545,0.35082138,0.012783172,-0.006391586,0.0042610574,0.6607997,-0.31603462,7.896077
1742312693.679149,-0.93640697,-0.0012499483,-0.0077773966,0.3508274,0.003195793,-0.025566343,-0.015978964,0.8391677,-0.50397944,7.98586
1742312693.6814666,-0.93640006,-0.0013015615,-0.007722491,0.3508469,0.025566343,-0.019174758,-0.011717907,0.8391677,-0.50397944,7.98586
1742312693.6834183,-0.9363938,-0.0013251958,-0.00766535,0.35086477,0.029827401,-0.047936894,-0.01704423,1.0390835,-0.32800564,7.7308774
1742312693.685588,-0.93638885,-0.0013468876,-0.0076142983,0.35087916,0.019174758,-0.026631609,-0.021305285,1.0390835,-0.32800564,7.7308774
1742312693.687579,-0.936385,-0.0013667579,-0.007569552,0.35089013,0.021305285,-0.038349517,-0.010652643,1.0390835,-0.32800564,7.7308774
1742312693.6893876,-0.9363837,-0.0013784182,-0.0075109066,0.35089505,0.006391586,-0.043675836,-0.012783172,1.2389994,-0.18315643,7.9391727
1742312693.691527,-0.93638223,-0.0014023685,-0.0074699805,0.3508996,0.03515372,-0.011717907,-0.008522115,1.2389994,-0.18315643,7.9391727
1742312693.6934423,-0.93638074,-0.0014101292,-0.007435115,0.35090417,0.006391586,-0.031957928,-0.006391586,1.2306197,-0.29448682,8.656237
1742312693.6958318,-0.93637896,-0.0014076753,-0.0074035246,0.35090977,0.006391586,-0.01704423,-0.006391586,1.2306197,-0.29448682,8.656237
1742312693.6975176,-0.93637764,-0.0014186851,-0.007385255,0.35091347,0.019174758,0.0010652643,-0.009587379,1.2306197,-0.29448682,8.656237
1742312693.699198,-0.9363751,-0.0014419155,-0.007368323,0.35092068,0.018109493,-0.01704423,-0.0074568503,1.0235212,-0.48841715,8.359355
1742312693.7012312,-0.9363758,-0.0014347113,-0.00733941,0.3509193,-0.02450108,-0.02450108,0.0010652643,1.0235212,-0.48841715,8.359355
1742312693.7033591,-0.9363817,-0.0013740836,-0.007327227,0.3509041,-0.07669903,-0.028762136,0.020240022,1.316811,0.12330139,8.384495
1742312693.7052898,-0.9363804,-0.0012907748,-0.007334808,0.350908,-0.092677996,-0.008522115,-0.011717907,1.316811,0.12330139,8.384495
1742312693.7072825,-0.9363746,-0.0012316745,-0.0073488452,0.3509234,-0.07243797,0.0074568503,-0.02237055,1.316811,0.12330139,8.384495
1742312693.7091901,-0.9363648,-0.0011834668,-0.0073402626,0.3509496,-0.045806367,-0.02237055,-0.03408846,1.258153,0.48722005,8.88608
1742312693.7111464,-0.9363525,-0.0011354001,-0.0073355134,0.35098282,-0.062850595,-0.015978964,-0.0447411,1.258153,0.48722005,8.88608
1742312693.7132657,-0.9363458,-0.0011097791,-0.007341113,0.35100046,-0.07137271,0.0042610574,-0.040480044,1.258153,0.48722005,8.88608
1742312693.7152336,-0.9363301,-0.0010836556,-0.007349464,0.3510424,-0.038349517,0.008522115,-0.026631609,1.388637,0.09696517,9.457097
1742312693.7174199,-0.9363237,-0.001080168,-0.0073459866,0.3510595,-0.023435814,0.003195793,-0.03941478,1.388637,0.09696517,9.457097
1742312693.7192066,-0.9363164,-0.0010315353,-0.007387353,0.35107824,-0.06711165,0.03408846,-0.008522115,1.3754689,-0.7266402,8.9602995
1742312693.7212682,-0.9363109,-0.000985523,-0.0074184327,0.35109228,-0.0745685,0.018109493,-0.021305285,1.3754689,-0.7266402,8.9602995
1742312693.7232184,-0.93630797,-0.00093433005,-0.007445408,0.35109982,-0.06817692,0.023435814,-0.009587379,1.5753847,-0.20111294,9.352949
1742312693.7252827,-0.9362995,-0.00091055356,-0.00749925,0.35112152,-0.0447411,0.06924218,-0.023435814,1.5753847,-0.20111294,9.352949
1742312693.7273576,-0.9362878,-0.0008766144,-0.0075481874,0.35115167,-0.04900216,0.03728425,-0.033023193,1.5753847,-0.20111294,9.352949
1742312693.7296658,-0.93627983,-0.0007946829,-0.007499672,0.35117412,-0.08309062,-0.0894822,-0.02237055,1.602918,-0.08619126,9.303867
1742312693.731463,-0.9362746,-0.00066189986,-0.0074476236,0.35118958,-0.1310275,-0.07030744,-0.018109493,1.602918,-0.08619126,9.303867
1742312693.7332933,-0.93627244,-0.00059879926,-0.0074344524,0.35119566,-0.1225054,-0.053263217,-0.015978964,1.602918,-0.08619126,9.303867
1742312693.7352705,-0.93626374,-0.000371776,-0.0073412093,0.35122105,-0.12570119,-0.11824434,-0.023435814,2.6420016,0.19991584,7.443573
1742312693.7372425,-0.9362542,-0.0002202068,-0.007191516,0.35124984,-0.10333064,-0.17576861,-0.033023193,2.6420016,0.19991584,7.443573
1742312693.739358,-0.936248,-0.00013096907,-0.0071163746,0.35126796,-0.1310275,-0.17257282,-0.04261057,2.7844565,-0.1328782,8.139089
1742312693.74133,-0.93623114,4.905808e-05,-0.0069900462,0.35131544,-0.13635384,-0.13741909,-0.06178533,2.7844565,-0.1328782,8.139089
1742312693.7432868,-0.9362018,0.0002703868,-0.0067522814,0.3513983,-0.07030744,-0.19174758,-0.07030744,2.6384103,-0.37229836,9.503783
1742312693.7454786,-0.93618065,0.00036541422,-0.0065678577,0.35145772,-0.018109493,-0.15659386,-0.059654802,2.6384103,-0.37229836,9.503783
1742312693.7476926,-0.936164,0.00037294006,-0.0063364725,0.3515063,0.1043959,-0.20133495,-0.055393744,0.78050977,-4.132392,10.721235
1742312693.7493176,-0.9361506,0.00022028256,-0.005890173,0.35155034,0.3813646,-0.37497303,-0.047936894,0.78050977,-4.132392,10.721235
1742312693.751483,-0.9361494,7.1935676e-05,-0.0056328117,0.3515577,0.47297737,-0.35686356,-0.023435814,0.78050977,-4.132392,10.721235
1742312693.7535093,-0.93615556,-0.00027617576,-0.0052701114,0.3515465,0.46019417,-0.16831176,0.011717907,-2.1428106,-5.9268465,18.076223
1742312693.7552245,-0.93610907,-0.0008139158,-0.004681828,0.35167798,0.43036678,-0.22050971,-0.1640507,-2.1428106,-5.9268465,18.076223
1742312693.7573225,-0.93603796,-0.0010592835,-0.004312619,0.35187137,0.30679613,-0.262055,-0.23222762,-1.103727,4.047398,26.676195
1742312693.7592034,-0.93593043,-0.0011834602,-0.004231437,0.3521575,0.15765911,-0.02450108,-0.33023193,-1.103727,4.047398,26.676195
1742312693.7612462,-0.93583167,-0.001455327,-0.0042664763,0.35241875,0.2663161,0.11717907,-0.2801645,-1.103727,4.047398,26.676195
1742312693.763232,-0.9357322,-0.0016542207,-0.0044101547,0.35267997,0.079894826,0.14061488,-0.2865561,0.60693014,2.5845408,24.050953
1742312693.7652912,-0.9356023,-0.001568808,-0.0045337453,0.35302302,-0.19920443,0.045806367,-0.3856257,0.60693014,2.5845408,24.050953
1742312693.7675266,-0.93553543,-0.0015344305,-0.00462256,0.35319924,-0.15339807,0.12783171,-0.37816882,0.60693014,2.5845408,24.050953
1742312693.7694182,-0.9353779,-0.0013285562,-0.0050763492,0.35361075,-0.09480853,0.03515372,-0.31105718,-0.034715924,1.9069817,13.754689
1742312693.7712603,-0.9352513,-0.0011222854,-0.005067001,0.35394648,-0.33768877,-0.03515372,-0.35899407,-0.034715924,1.9069817,13.754689
1742312693.7734363,-0.93515337,-0.0011073384,-0.0052330424,0.3542029,-0.04261057,0.18322547,-0.2599245,-0.20829555,-2.718616,8.896853
1742312693.77521,-0.93506217,-0.0010172086,-0.005431615,0.3544412,-0.14700648,0.08415588,-0.2663161,-0.20829555,-2.718616,8.896853
1742312693.7771132,-0.934956,-0.00088825484,-0.0053361063,0.35472253,-0.12357066,-0.149137,-0.3014698,-2.2134395,-0.44891283,5.8466406
1742312693.7792203,-0.93485934,-0.00083250157,-0.0052816826,0.35497814,0.03941478,-0.10333064,-0.27057713,-2.2134395,-0.44891283,5.8466406
1742312693.7812037,-0.93475676,-0.0009005247,-0.0052749463,0.35524824,0.04900216,0.028762136,-0.29720876,-2.2134395,-0.44891283,5.8466406
1742312693.7832458,-0.93465805,-0.0011214217,-0.0052621895,0.35550752,0.19920443,0.019174758,-0.27377293,-0.65242,-0.016759412,4.983531
1742312693.7854767,-0.93456846,-0.0012574506,-0.0052782595,0.35574225,0.08628641,0.003195793,-0.25566342,-0.65242,-0.016759412,4.983531
1742312693.7873802,-0.9344754,-0.0013753898,-0.005277306,0.3559858,0.06604639,0.059654802,-0.25779396,0.35314476,0.9540894,10.047267
1742312693.7895122,-0.9344293,-0.001430024,-0.0053078476,0.35610634,0.062850595,0.06711165,-0.26098976,0.35314476,0.9540894,10.047267
1742312693.7913473,-0.93430847,-0.0017541855,-0.005240066,0.35642272,0.16298544,0.010652643,-0.21624866,0.35314476,0.9540894,10.047267
1742312693.7932796,-0.9342391,-0.0019316005,-0.005156262,0.35660487,0.16618124,-0.026631609,-0.20346548,0.16400282,-0.85473,8.020576
1742312693.7952695,-0.93417114,-0.0020547938,-0.0051585776,0.3567823,0.12357066,0.025566343,-0.20240022,0.16400282,-0.85473,8.020576
1742312693.7974908,-0.9341032,-0.002201122,-0.0051296703,0.3569599,0.091612734,0.02450108,-0.18429072,-0.47644615,-0.32680854,4.6926355
1742312693.7992406,-0.9340423,-0.0023357344,-0.005062962,0.35711938,0.15552859,-0.064981125,-0.16831176,-0.47644615,-0.32680854,4.6926355
1742312693.8012664,-0.9339858,-0.0023889963,-0.005031149,0.35726675,0.02237055,-0.027696872,-0.15872438,-0.47644615,-0.32680854,4.6926355
1742312693.8032792,-0.933957,-0.0024274774,-0.0049888636,0.3573425,0.08841694,-0.0745685,-0.16618124,-0.050278235,1.1145009,8.032547
1742312693.805124,-0.9338707,-0.0025233096,-0.004879595,0.35756886,0.08309062,-0.079894826,-0.1640507,-0.050278235,1.1145009,8.032547
1742312693.807162,-0.933819,-0.0026206244,-0.004757795,0.35770464,0.092677996,-0.09374326,-0.14487594,0.17956513,0.39384618,5.9902925
1742312693.8091433,-0.933772,-0.0027353999,-0.0046470356,0.35782796,0.14594121,-0.07882956,-0.13209277,0.17956513,0.39384618,5.9902925
1742312693.8112092,-0.93374753,-0.0027768293,-0.0046185576,0.35789186,0.07137271,-0.04154531,-0.14061488,0.17956513,0.39384618,5.9902925
1742312693.8131447,-0.93367416,-0.0029479016,-0.0044895597,0.35808355,0.09480853,-0.05432848,-0.14487594,0.47884035,0.29448682,6.9743094
1742312693.8153152,-0.93362665,-0.003001338,-0.004398391,0.35820824,0.055393744,-0.11291802,-0.1310275,0.47884035,0.29448682,6.9743094
1742312693.8172684,-0.9335786,-0.0030202768,-0.0043250737,0.35833406,-0.009587379,-0.05219795,-0.149137,0.25498247,1.0845734,8.194156
1742312693.8192828,-0.9335593,-0.0030348254,-0.004293608,0.3583846,0.020240022,-0.059654802,-0.11185275,0.25498247,1.0845734,8.194156
1742312693.8211977,-0.933495,-0.003076152,-0.0041888766,0.35855296,0.009587379,-0.06178533,-0.11398328,0.25498247,1.0845734,8.194156
1742312693.8232703,-0.933475,-0.0030881069,-0.0041487683,0.35860544,0.019174758,-0.075633764,-0.11611381,0.88944596,0.107739076,8.003817
1742312693.8252945,-0.93342066,-0.0031055633,-0.004098309,0.3587474,0.011717907,-0.03408846,-0.11078749,0.88944596,0.107739076,8.003817
1742312693.8273857,-0.93338346,-0.0031152912,-0.004069869,0.35884425,-0.018109493,-0.021305285,-0.11078749,0.50757074,0.45609543,7.961918
1742312693.8294213,-0.9333473,-0.0031482324,-0.0040348074,0.3589385,0.01704423,-0.0053263213,-0.10120011,0.50757074,0.45609543,7.961918
1742312693.8315024,-0.93331456,-0.0031607682,-0.004032147,0.35902354,-0.010652643,0.0010652643,-0.0894822,0.25019407,0.7350199,9.994595
1742312693.8335075,-0.9332992,-0.0031618653,-0.004034379,0.35906336,-0.027696872,-0.0010652643,-0.08841694,0.25019407,0.7350199,9.994595
1742312693.8351932,-0.9332578,-0.0031589016,-0.004112974,0.35916987,-0.031957928,0.03515372,-0.07882956,0.25019407,0.7350199,9.994595
1742312693.8371837,-0.9332278,-0.0031595335,-0.004197708,0.35924706,-0.08309062,0.07350324,-0.08309062,0.7026982,0.33997664,9.0081835
1742312693.8393903,-0.9332133,-0.0031766777,-0.004221732,0.35928392,-0.012783172,0.051132686,-0.08202535,0.7026982,0.33997664,9.0081835
1742312693.841214,-0.93317634,-0.0031989436,-0.0043708505,0.3593784,-0.051132686,0.0894822,-0.05752427,0.39145198,-0.059855044,9.333796
1742312693.8431306,-0.93315655,-0.0032011846,-0.0044512115,0.35942864,-0.05645901,0.08202535,-0.055393744,0.39145198,-0.059855044,9.333796
1742312693.8456328,-0.9331332,-0.00320138,-0.0045636203,0.35948753,-0.05006742,0.10226537,-0.07030744,0.39145198,-0.059855044,9.333796
1742312693.8478255,-0.9331106,-0.003205358,-0.0046909903,0.35954452,-0.06924218,0.11717907,-0.064981125,0.22266077,0.30765492,9.500193
1742312693.8498044,-0.9330874,-0.003222404,-0.0048251185,0.359603,-0.05752427,0.13635384,-0.060720067,0.22266077,0.30765492,9.500193
1742312693.851426,-0.9330659,-0.0032276104,-0.0049579875,0.359657,-0.05645901,0.12463593,-0.059654802,0.51954174,0.2645593,9.782708
1742312693.853717,-0.93304414,-0.0032520124,-0.0051068407,0.35971102,-0.05752427,0.14487594,-0.059654802,0.51954174,0.2645593,9.782708
1742312693.8558474,-0.933034,-0.0032634847,-0.0051728114,0.35973626,-0.047936894,0.12357066,-0.05645901,0.51954174,0.2645593,9.782708
1742312693.8578138,-0.93300146,-0.0033149896,-0.0053541893,0.35981777,-0.030892665,0.121440135,-0.051132686,0.37349546,-0.22984336,9.370906
1742312693.8596213,-0.932985,-0.0033858742,-0.005459783,0.35985804,0.003195793,0.120374866,-0.05006742,0.37349546,-0.22984336,9.370906
1742312693.8613555,-0.93297607,-0.00341861,-0.0055159316,0.35988018,0.003195793,0.120374866,-0.05006742,0.37349546,-0.22984336,9.370906
1742312693.863509,-0.9329503,-0.0034921567,-0.005661494,0.35994402,-0.028762136,0.10865696,-0.0447411,0.09935937,-0.4429273,9.205706
1742312693.865746,-0.93293077,-0.0035587964,-0.0057689208,0.3599922,0.020240022,0.12570119,-0.05432848,0.09935937,-0.4429273,9.205706
1742312693.8678942,-0.93291104,-0.003631799,-0.0058763972,0.36004087,0.027696872,0.10226537,-0.05219795,0.089782566,-0.17477672,9.218874
1742312693.869632,-0.9328958,-0.0037119917,-0.0059453,0.3600784,0.029827401,0.06924218,-0.036218986,0.089782566,-0.17477672,9.218874
1742312693.871409,-0.9328796,-0.0037967884,-0.0059859995,0.36011872,0.051132686,0.05219795,-0.04687163,0.17956513,-0.50397944,9.14226
1742312693.87376,-0.93286633,-0.0038640003,-0.00605016,0.3601513,0.030892665,0.077764295,-0.030892665,0.17956513,-0.50397944,9.14226
1742312693.8757145,-0.9328496,-0.003959471,-0.0060885274,0.3601931,0.07030744,0.063915856,-0.04900216,0.17956513,-0.50397944,9.14226
1742312693.8778398,-0.93284315,-0.004003325,-0.006103993,0.36020905,0.06178533,0.047936894,-0.03728425,0.03232172,-0.52073884,8.625112
1742312693.8795702,-0.93282783,-0.0041616457,-0.006143843,0.3602463,0.07669903,0.045806367,-0.033023193,0.03232172,-0.52073884,8.625112
1742312693.881327,-0.9328205,-0.004262933,-0.0061642327,0.36026365,0.08522114,0.033023193,-0.018109493,0.2657564,-0.724246,8.854955
1742312693.88381,-0.93281716,-0.0043173074,-0.0061730356,0.36027157,0.0894822,0.04261057,-0.020240022,0.2657564,-0.724246,8.854955
1742312693.8853743,-0.93281007,-0.004483076,-0.006196539,0.3602874,0.08096009,0.03728425,-0.018109493,0.2657564,-0.724246,8.854955
1742312693.887655,-0.93280774,-0.004538467,-0.0061980407,0.3602928,0.09800432,0.029827401,-0.0149137005,-0.088585466,-0.32441434,8.531737
1742312693.8895109,-0.9328021,-0.004660905,-0.006193088,0.36030605,0.063915856,0.006391586,-0.009587379,-0.088585466,-0.32441434,8.531737
1742312693.891316,-0.9327997,-0.004743685,-0.0061787,0.3603114,0.06924218,0.0010652643,-0.003195793,0.034715924,-0.15322891,7.8829093
1742312693.8937576,-0.9328,-0.0048373,-0.0061585917,0.3603097,0.08628641,-0.0042610574,-0.0010652643,0.034715924,-0.15322891,7.8829093
1742312693.8954668,-0.93280256,-0.004915546,-0.0061348584,0.36030254,0.08309062,-0.023435814,0.011717907,0.034715924,-0.15322891,7.8829093
1742312693.8976293,-0.93280476,-0.004968977,-0.0061059548,0.36029643,0.05752427,-0.029827401,0.0010652643,0.33758244,-0.18555063,7.6255326
1742312693.899744,-0.9328053,-0.0050283587,-0.006055792,0.36029518,0.06924218,-0.03408846,0.0021305287,0.33758244,-0.18555063,7.6255326
1742312693.9015071,-0.9328085,-0.0050766594,-0.006022589,0.3602866,0.03408846,-0.010652643,0.010652643,0.3842694,0.03232172,7.9236107
1742312693.9034426,-0.9328164,-0.005114516,-0.0059736194,0.3602665,0.03728425,-0.04687163,0.02237055,0.3842694,0.03232172,7.9236107
1742312693.9053607,-0.93282163,-0.0051368824,-0.0059569273,0.36025304,0.04261057,-0.025566343,0.025566343,0.3842694,0.03232172,7.9236107
1742312693.907764,-0.93283415,-0.005197456,-0.005887211,0.3602209,0.043675836,-0.030892665,0.01704423,0.51116204,-0.06823475,7.8769236
1742312693.9097435,-0.93284196,-0.005220116,-0.005845558,0.3602009,0.02237055,-0.040480044,0.018109493,0.51116204,-0.06823475,7.8769236
1742312693.912023,-0.93284434,-0.005225956,-0.0058301897,0.3601949,0.009587379,-0.031957928,0.009587379,0.51116204,-0.06823475,7.8769236
1742312693.913647,-0.9328572,-0.0052037463,-0.0057190787,0.3601633,-0.013848436,-0.092677996,0.015978964,0.51355624,-0.15442601,8.070854
1742312693.9159925,-0.9328619,-0.0052130343,-0.0056806435,0.36015183,0.033023193,-0.07137271,0.021305285,0.51355624,-0.15442601,8.070854
1742312693.9175417,-0.9328819,-0.005199935,-0.0056211255,0.36010104,0.015978964,-0.04261057,0.028762136,0.37948096,-0.60573304,8.413225
1742312693.9197683,-0.9328988,-0.0051803095,-0.0056034173,0.3600579,-0.01704423,-0.023435814,0.04900216,0.37948096,-0.60573304,8.413225
1742312693.9218178,-0.93290746,-0.0051824683,-0.0055829533,0.360036,0.010652643,-0.043675836,0.043675836,0.34715924,-0.22146365,8.6095495
1742312693.9239042,-0.93292224,-0.0052017006,-0.0055325306,0.35999808,0.0074568503,-0.04261057,0.036218986,0.34715924,-0.22146365,8.6095495
1742312693.9251766,-0.9329337,-0.0052086264,-0.005470008,0.3599696,0.040480044,-0.05006742,0.019174758,0.34715924,-0.22146365,8.6095495
1742312693.927333,-0.9329461,-0.005186543,-0.005423001,0.35993826,0.010652643,-0.0745685,0.025566343,0.78888947,-0.48003745,8.37372
1742312693.9295404,-0.93296903,-0.0050946204,-0.0052783573,0.35988194,-0.0447411,-0.09480853,0.03408846,0.78888947,-0.48003745,8.37372
1742312693.931384,-0.93297666,-0.0050778817,-0.005237911,0.35986352,-0.009587379,-0.090547465,0.036218986,0.91578215,-0.034715924,8.738836
1742312693.9334905,-0.9330006,-0.0050519663,-0.005111973,0.35980305,0.011717907,-0.09800432,0.04154531,0.91578215,-0.034715924,8.738836
1742312693.9352891,-0.93301797,-0.005002277,-0.005017051,0.3597602,-0.013848436,-0.10333064,0.045806367,1.2401965,-0.41060558,8.7292595
1742312693.9375155,-0.93303263,-0.0049528773,-0.004907134,0.35972425,-0.021305285,-0.12357066,0.02450108,1.2401965,-0.41060558,8.7292595
1742312693.9394753,-0.9330439,-0.004918414,-0.004790165,0.35969716,0.0021305287,-0.11398328,0.031957928,1.2401965,-0.41060558,8.7292595
1742312693.9413571,-0.93305403,-0.0049068565,-0.004739414,0.35967168,0.0074568503,-0.09906958,0.051132686,0.9756372,-0.58897364,9.473856
1742312693.9435728,-0.93308204,-0.004862134,-0.004627259,0.35960093,0.0010652643,-0.08096009,0.03941478,0.9756372,-0.58897364,9.473856
1742312693.9456937,-0.93309295,-0.004837428,-0.004586336,0.35957357,-0.02237055,-0.090547465,0.055393744,0.9756372,-0.58897364,9.473856
1742312693.9481785,-0.9331281,-0.004769302,-0.00453363,0.35948375,-0.043675836,-0.0010652643,0.064981125,0.62368953,-0.4333505,9.781511
1742312693.949633,-0.93315166,-0.004738674,-0.0044926424,0.35942364,-0.013848436,-0.060720067,0.06604639,0.62368953,-0.4333505,9.781511
1742312693.9520044,-0.93318063,-0.0046859197,-0.0044519003,0.35934967,-0.027696872,-0.04261057,0.07882956,0.9900024,-0.38307226,8.944737
1742312693.954018,-0.9332093,-0.004638976,-0.0044155763,0.3592762,-0.04154531,-0.045806367,0.077764295,0.9900024,-0.38307226,8.944737
1742312693.9556718,-0.9332368,-0.0045905462,-0.00433822,0.35920656,-0.020240022,-0.091612734,0.062850595,1.4065934,-0.45968673,9.266758
1742312693.9574175,-0.93326455,-0.004562293,-0.004269295,0.35913536,-0.006391586,-0.062850595,0.075633764,1.4065934,-0.45968673,9.266758
1742312693.9596198,-0.9332895,-0.004544006,-0.004239907,0.35907128,-0.023435814,-0.0074568503,0.07243797,1.4065934,-0.45968673,9.266758
1742312693.9612231,-0.9333141,-0.0044988086,-0.004209512,0.35900825,-0.028762136,-0.051132686,0.063915856,1.3144168,-0.33399114,9.192537
1742312693.963595,-0.9333376,-0.0044718413,-0.0041587492,0.35894808,-0.0074568503,-0.047936894,0.06817692,1.3144168,-0.33399114,9.192537
1742312693.9655118,-0.9333642,-0.0044671865,-0.00414668,0.35887906,-0.003195793,0.019174758,0.079894826,0.92416185,-0.5422867,9.446322
1742312693.967923,-0.93337977,-0.0044677807,-0.004162284,0.3588384,-0.015978964,0.036218986,0.08415588,0.92416185,-0.5422867,9.446322
1742312693.9696648,-0.93342566,-0.004474535,-0.0041036713,0.35871944,0.03941478,-0.08202535,0.063915856,0.92416185,-0.5422867,9.446322
1742312693.971366,-0.93345606,-0.0044448166,-0.004023505,0.3586417,-0.03728425,-0.07243797,0.09800432,1.5801731,-0.7302315,8.334216
1742312693.9738111,-0.9334817,-0.0043577086,-0.003897971,0.3585774,-0.045806367,-0.1523328,0.05645901,1.5801731,-0.7302315,8.334216
1742312693.9753594,-0.9335053,-0.0043371646,-0.0037071873,0.35851845,0.0745685,-0.15339807,0.062850595,2.4875755,-0.04309563,7.303512
1742312693.9772274,-0.93353575,-0.004337751,-0.0035221493,0.35844105,0.03728425,-0.17150755,0.07669903,2.4875755,-0.04309563,7.303512
1742312693.9796245,-0.93356276,-0.004251523,-0.0033086415,0.3583738,-0.020240022,-0.22796656,0.063915856,2.4875755,-0.04309563,7.303512
1742312693.981229,-0.93359894,-0.0041521513,-0.003084214,0.35828272,-0.018109493,-0.1938781,0.1043959,2.6862943,0.06344634,9.192537
1742312693.9836648,-0.93361795,-0.0041085114,-0.0029963788,0.35823423,-0.027696872,-0.16724649,0.10013484,2.6862943,0.06344634,9.192537
1742312693.9852493,-0.9336821,-0.0036579918,-0.00273885,0.35807407,-0.31744877,-0.3014698,0.10972223,0.5351041,2.48159,12.427104
1742312693.9879012,-0.93371516,-0.0030341013,-0.0025346645,0.35799497,-0.6157228,-0.46019417,0.07030744,0.5351041,2.48159,12.427104
1742312693.989725,-0.93373436,-0.002334306,-0.0023819366,0.35795137,-0.6391586,-0.30360034,0.05752427,0.5351041,2.48159,12.427104
1742312693.9914138,-0.933792,-0.0018543428,-0.002566253,0.3578026,-0.47297737,0.043675836,0.1938781,-2.6767175,4.745308,19.351135
1742312693.9935782,-0.933873,-0.0015693792,-0.0024976311,0.35759258,-0.37710357,-0.23116235,0.23009709,-2.6767175,4.745308,19.351135
1742312693.9961705,-0.9339827,-0.0012537277,-0.002496384,0.35730758,-0.32384035,-0.13209277,0.3227751,-2.36188,-7.2939353,26.538528
1742312693.9979937,-0.9341065,-0.0010576685,-0.002545933,0.35698396,-0.20133495,-0.030892665,0.35366777,-2.36188,-7.2939353,26.538528
1742312693.9993494,-0.9342418,-0.001102401,-0.002672928,0.35662845,0.062850595,0.15126753,0.3824299,-2.36188,-7.2939353,26.538528
