timestamp,contact_1,contact_2,contact_3,contact_4
1742312693.6326973,1,0,0,1
1742312693.6344738,1,0,0,1
1742312693.6364977,1,0,0,1
1742312693.6385057,1,0,0,1
1742312693.6405194,1,0,0,1
1742312693.6425211,1,0,0,1
1742312693.6447804,1,0,0,1
1742312693.6464927,1,0,0,1
1742312693.648521,1,0,0,1
1742312693.6504948,1,0,0,1
1742312693.6526625,1,0,0,1
1742312693.6546006,1,0,0,1
1742312693.6564672,1,0,0,1
1742312693.6585314,1,0,0,1
1742312693.6604626,1,0,0,1
1742312693.662459,1,0,0,1
1742312693.664456,1,0,0,1
1742312693.6664746,1,0,0,1
1742312693.668541,1,0,0,1
1742312693.6704915,1,0,0,1
1742312693.6725264,1,0,0,1
1742312693.6745024,1,0,0,1
1742312693.6764948,1,0,0,1
1742312693.6784933,1,0,0,1
1742312693.6805258,1,0,0,1
1742312693.682489,1,0,0,1
1742312693.684484,1,0,0,1
1742312693.6913555,1,0,0,1
1742312693.692478,1,0,0,1
1742312693.694779,1,0,0,1
1742312693.6968005,1,0,0,1
1742312693.698488,1,0,0,1
1742312693.7004697,1,0,0,1
1742312693.7025125,1,0,0,1
1742312693.704528,1,0,0,1
1742312693.7065275,1,0,0,1
1742312693.7084913,1,0,0,1
1742312693.7104793,1,0,0,1
1742312693.712466,1,0,0,1
1742312693.7144759,1,0,0,1
1742312693.7164738,1,0,0,1
1742312693.7184975,1,0,0,1
1742312693.7204843,1,0,0,1
1742312693.7224777,1,0,0,1
1742312693.7244797,1,0,0,1
1742312693.7264957,1,0,0,1
1742312693.7284882,1,0,0,1
1742312693.7305148,1,0,0,1
1742312693.7324834,1,0,0,1
1742312693.734498,1,0,0,1
1742312693.7364926,1,0,0,1
1742312693.7384832,1,0,0,1
1742312693.7404954,1,0,0,1
1742312693.7424965,1,0,0,1
1742312693.7445107,1,0,0,1
1742312693.7465024,1,1,0,1
1742312693.7485158,1,1,0,1
1742312693.7505245,1,1,0,1
1742312693.7525077,1,1,1,1
1742312693.7544832,1,1,1,1
1742312693.7564623,1,1,1,1
1742312693.758468,1,1,1,1
1742312693.7604604,1,1,1,1
1742312693.7624743,1,1,1,1
1742312693.7645047,1,1,1,1
1742312693.7664967,1,1,1,1
1742312693.7685037,1,1,1,1
1742312693.770505,1,1,1,1
1742312693.7725346,1,1,1,1
1742312693.7744899,1,1,1,1
1742312693.7764955,0,1,1,0
1742312693.7784855,0,1,1,0
1742312693.7804878,0,1,1,0
1742312693.7824764,0,1,1,0
1742312693.7844875,0,1,1,0
1742312693.7864819,0,1,1,0
1742312693.7885013,0,1,1,0
1742312693.7904973,0,1,1,0
1742312693.7924728,0,1,1,0
1742312693.7945123,0,1,1,0
